appid,name_x,release_date,price,rating,achievements,developer_id,publisher_id,gameid
357190,ULTIMATE MARVEL VS. CAPCOM 3,2017-03-06,24.99,87.11,47,416,2401,
357200,500 Years Act 1,2015-04-15,7.99,43.95,16,3335,2402,
357240,Three Fourths Home: Extended Edition - Art Book and Soundtrack,2015-03-20,4.99,50.0,0,2971,2403,344500
357260,RPG Maker VX Ace - Valentine's Tile Pack,2015-05-01,9.99,59.42,0,1398,584,220700
357261,RPG Maker VX Ace - Wild Steam Resource Pack,2015-05-01,27.99,59.42,0,906,584,220700
357262,RPG Maker VX Ace - Wild West Music Variety Pack,2015-05-01,9.99,59.42,0,910,584,220700
357280,Alter World,2015-05-29,1.8,62.87,12,3336,2404,
357290,Red Lake,2015-03-25,0.99,46.25,0,3337,2405,
357300,Snakebird,2015-05-04,6.99,88.51,11,460,237,
357310,Oriental Empires,2017-09-14,27.99,76.99,60,3338,99,
357320,Break_In,2015-04-29,9.99,50.9,16,3339,2406,
357330,Space Beast Terror Fright,2015-04-06,14.99,87.1,0,3340,2407,
357340,Cobalt,2016-02-02,14.99,83.62,84,177,2408,
357350,Fantasy Grounds - Dungeons and Dragons: The Rise of Tiamat,2015-06-04,19.99,64.08,0,1182,806,252690
357360,ENDLESS™ Legend - Guardians,2015-04-29,9.99,71.79,0,712,40,289130
357370,Return NULL - Episode 1,2015-04-02,0.0,58.04,0,3341,626,
357440,A Pixel Story Original Soundtrack,2015-03-30,4.5,50.0,0,2788,2409,339460
357450,Orbit Soundtrack,2015-03-18,0.99,50.0,0,3313,2386,356380
357490,Astroloco: Worst Contact,2016-03-11,4.99,70.75,20,3342,2410,
357500,Rumble Fighter: Unleashed,2016-12-16,0.0,50.0,0,3343,2411,
357600,Unium,2015-03-27,1.79,85.89,22,3344,2412,
357650,Project Explore,2017-08-10,4.99,60.96,0,3345,2413,
357670,Home Improvisation: Furniture Sandbox,2016-07-28,8.99,65.44,12,3346,2414,
357690,APT,2015-08-27,12.49,56.0,27,3347,2415,
357710,American History Lux,2015-04-29,,59.6,0,2898,1812,341950
357711,Ancient Empires Lux,2015-04-29,,62.51,0,2898,1812,341950
357720,Inside My Radio,2015-05-11,14.99,83.4,25,1414,99,
357730,VR Karts,2015-04-17,,53.98,0,3348,2416,
357750,Damn virgins,2015-07-30,2.39,73.27,15,3349,2417,
357760,Men of War: Assault Squad 2 - Airborne,2015-06-04,9.99,54.46,0,494,27,244450
357780,Defend Your Life: TD,2015-04-10,3.99,77.78,20,3350,2418,
357830,Attack of the Labyrinth +,2015-03-30,0.0,56.25,16,3351,2419,
357840,Zombie Camp: Last Survivor,2015-04-17,1.99,56.1,24,2147,268,
357890,Vortex Attack: ボルテックスアタック,2015-05-27,7.99,72.25,76,3352,2420,
357900,Make it indie!,2015-04-01,0.79,51.86,9,2789,1956,
357910,QuestEvent,2015-09-09,2.39,39.24,0,3353,2421,
357920,Final Strike,2016-06-23,9.99,37.74,0,2284,1585,
357930,R.O.O.T.S,2015-04-01,1.99,52.78,0,3354,2422,
357940,Telepath Tactics,2015-04-16,11.99,65.2,0,3355,2423,
357970,The Hole Story Soundtrack,2015-12-22,4.99,50.0,0,3326,2394,356730
358000,The Curse of Nordic Cove,2015-04-23,0.99,53.52,0,2195,1523,
358020,Infested Planet - Trickster's Arsenal,2015-04-24,3.99,80.07,0,666,403,204530
358030,Another Star,2015-07-28,2.39,76.76,32,3356,2424,
358070,Earthtongue,2015-04-27,4.99,82.31,35,3357,2425,
358080,No Turning Back: The Pixel Art Action-Adventure Roguelike,2016-01-15,2.99,50.0,19,3358,2426,
358090,D4: Dark Dreams Don’t Die -Season One-,2015-06-05,14.99,77.16,78,3359,596,
358120,The Detail Episode 2 - From The Ashes,2015-05-28,2.39,69.44,0,2340,1625,319970
358130,Curious Expedition,2016-09-02,14.99,87.33,63,3360,2427,
358140,Fun Theme Set,2015-03-30,50.99,74.03,0,2150,792,311730
358141,Halloween + Debut Costume Set,2015-03-30,59.99,78.21,0,2150,792,311730
358142,Tropical Paradise Costume and Movie Set,2015-04-07,59.99,81.34,0,2150,792,311730
358143,Variety Costume Set,2015-04-07,69.99,76.9,0,2150,792,311730
358150,PAYDAY 2: The Butcher's BBQ Pack,2015-03-26,1.99,85.78,0,2790,530,218620
358170,Arctic Adventure,2014-05-05,,60.76,0,3361,2428,
358180,Bio Menace,2014-05-05,,76.25,0,3361,2428,
358190,Blake Stone: Aliens of Gold,2015-05-05,4.99,84.03,0,3362,504,
358200,Math Rescue,2014-05-05,4.99,76.58,0,3363,2428,
358210,Monster Bash,2014-05-05,4.99,79.58,0,989,504,
358220,Mystic Towers,2014-05-05,4.99,72.22,0,3364,2428,
358230,Paganitzu,2014-05-05,4.99,74.99,0,3361,2428,
358240,Monuments of Mars,2014-05-05,,62.1,0,3361,2428,
358250,Cosmo's Cosmic Adventure,2014-05-05,4.99,82.63,0,3361,2428,
358260,Crystal Caves,2014-05-05,4.99,83.53,0,989,504,
358270,Death Rally (Classic),2014-05-05,0.0,87.03,0,3365,2428,
358280,Alien Carnage / Halloween Harry,2014-05-05,,69.59,0,3366,2428,
358290,Hocus Pocus,2014-05-05,4.99,80.38,0,3367,2428,
358300,Major Stryker,2014-05-05,2.99,70.33,0,3361,2428,
358310,Blake Stone: Planet Strike,2015-05-05,4.99,74.51,0,3362,504,
358320,Realms of Chaos,2014-05-05,4.99,80.0,0,3361,2428,
358330,Pharaoh's Tomb,2014-05-05,,47.61,0,3361,2428,
358340,Word Rescue,2014-05-05,4.99,76.45,0,3363,2428,
358350,Secret Agent,2014-05-05,4.99,82.31,0,3361,2428,
358360,Raptor: Call of the Shadows (1994 Classic Edition),2014-05-05,4.99,82.84,0,3368,504,
358370,Terminal Velocity,2014-05-05,6.99,76.92,0,44,32,
358380,Wacky Wheels,2014-05-05,4.99,78.9,0,3369,2428,
358390,Stargunner,2014-05-05,0.0,72.42,0,990,2428,
358400,Shadow Warrior (Classic),2014-05-05,,64.78,0,3361,2428,
358410,Rise of the Triad: Dark War,2014-05-05,6.99,76.49,0,989,504,
358420,Xenophage: Alien Bloodsport,2014-05-05,,38.03,0,3370,2428,
358440,Dark Ages,2014-05-05,,62.51,0,3371,2428,
358470,The Talos Principle: Road To Gehenna,2015-07-23,14.99,89.63,0,389,203,257510
358650,Gryphon Knight Epic,2015-08-20,10.79,78.23,70,3372,2429,
358700,3d Bridges,2015-03-23,3.29,31.2,0,2984,2116,
358750,Sunrider: Liberation Day - Captain's Edition,2016-03-04,22.99,79.6,52,2199,956,
358760,Selenon Rising,2016-04-29,5.99,64.76,9,2665,956,
358770,The Reject Demon: Toko Chapter 0 — Prelude,2015-05-08,4.99,77.5,0,3373,2430,
358810,Luckslinger,2015-07-16,9.99,70.67,25,3374,2431,
358830,Good Robot,2016-04-05,7.39,81.41,32,1824,1257,
358840,ZombieRun,2015-06-03,2.99,50.0,0,3375,2432,
358880,Orbital Gear Soundtrack,2015-05-27,1.99,67.06,0,1949,1356,298520
358920,Star Control I and II,2017-10-19,3.29,71.66,0,3376,383,
358930,Star Control III,2017-10-19,3.29,50.0,0,3377,383,
358960,Canabalt,2015-04-30,2.99,81.06,31,3288,1170,
358970,Dyscourse Special Edition DLC,2015-03-25,9.99,50.0,0,610,367,234920
359040,The Music Machine,2015-05-06,4.99,82.52,0,2554,1769,
359050,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,2015-09-02,0.99,92.35,21,3378,2433,
359060,Switch Galaxy Ultra,2015-11-20,9.99,32.41,13,3379,2108,
359070,Hunter Gatherer,2015-03-24,1.99,45.52,0,3380,2434,
359090,Gare Sapphire Mechs,2015-04-01,3.99,67.06,0,3381,2435,
359100,Q.U.B.E. 2,2018-03-13,24.99,79.42,29,959,2436,
359130,The Music Machine Original Soundtrack,2015-05-06,2.99,64.08,0,2554,1769,359040
359140,Kick Ass Commandos,2016-11-17,6.99,83.36,67,3222,2320,
359160,TAKEN,2015-07-07,1.99,28.06,0,3382,2437,
359180,Supporter Pack - Official Sound Track,2015-03-30,4.99,59.6,0,3148,2261,293760
359190,Rituals,2015-05-27,4.99,72.22,7,3383,2438,
359220,MX vs. ATV Unleashed,2015-04-16,9.99,67.9,0,1652,22,
359230,Lethis - Path of Progress,2015-06-25,19.99,67.04,50,3384,2439,
359250,City of Fools,2015-07-10,7.99,65.25,6,347,2440,
359260,Green Moon,2015-05-15,6.99,45.83,0,347,2440,
359280,Heroes of Loot,2015-05-25,4.99,63.65,15,2847,2007,
359300,Death Pirate,2015-06-08,3.99,45.83,18,3385,2441,
359310,Evoland 2,2015-08-25,19.99,84.88,38,947,615,
359320,Elite Dangerous,2015-04-02,24.99,75.88,0,3386,2442,
359340,Pixel Puzzles Mosaics,2017-06-09,3.99,73.63,34,1698,1174,
359350,Defunct,2016-01-29,9.99,76.24,28,3387,1137,
359370,Pirate's Life,2015-04-17,4.99,40.37,0,3388,1466,
359390,Amnesia™: Memories,2015-08-25,8.19,88.34,26,986,1152,
359400,Why Am I Dead At Sea,2015-05-11,3.99,87.36,27,3389,2443,
359420,The Journeyman Project 1: Pegasus Prime,2017-02-20,8.99,82.12,30,3390,2444,
359440,Artifact Adventure,2015-06-01,6.99,68.43,0,3391,596,
359490,Unlock All Modes,2015-06-23,1.49,59.43,0,72,1200,329050
359491,S.Nero/Dante/Vergil,2015-06-23,4.99,75.24,0,72,1200,329050
359492,1 Blue Orb,2015-06-23,0.99,64.08,0,72,1200,329050
359493,2 Blue Orbs,2015-06-23,1.49,69.2,0,72,1200,329050
359494,5 Blue Orbs,2015-06-23,2.99,67.06,0,72,1200,329050
359495,"Proud Souls (200,000)",2015-06-23,2.99,71.55,0,72,1200,329050
359496,Lady and Trish Costumes,2015-06-23,3.99,76.85,0,72,1200,329050
359497,"Red Orbs (300,000)",2015-06-23,1.99,66.62,0,72,1200,329050
359500,"I, Gladiator - Soundtracks",2015-04-16,1.99,50.0,0,539,2445,339700
359510,Tangle Tower,2019-10-22,16.79,89.75,10,1507,1069,
359520,Survarium - Steam Shotgun Pack,2015-04-02,19.99,62.51,0,3294,2372,355840
359521,Survarium - Ultimate Steam Starter Pack,2015-04-02,9.99,73.19,0,3294,2372,355840
359522,Survarium - Steam Sniper Pack,2015-05-11,14.99,72.17,0,3294,2372,355840
359530,"I, Gladiator - Kolhid Sword",2015-06-02,4.99,50.0,0,539,299,339700
359540,Zombie Kill of the Week - Reborn Soundtrack,2015-04-02,0.0,50.0,0,2911,1103,342300
359550,Tom Clancy's Rainbow Six® Siege,2015-12-01,19.99,87.03,0,169,9,
359560,Shutter,2015-04-02,1.99,69.32,4,3392,2446,
359570,Quip Pack 1,2015-09-15,0.99,65.25,0,1184,807,351510
359580,Uncanny Valley,2015-04-23,9.99,60.05,18,3393,2447,
359600,Assassin’s Creed® Chronicles: Russia,2016-02-09,9.99,58.34,0,945,1330,
359610,Assassin’s Creed® Chronicles: India,2016-01-12,9.99,62.21,0,945,1330,
359620,Call of Cthulhu: Prisoner of Ice,2015-11-04,5.99,71.76,0,3394,66,
359630,Independence War® 2: Edge of Chaos,2015-05-07,5.99,66.43,0,2573,66,
359650,Star Trek™ : 25th Anniversary,2015-05-07,9.99,80.63,0,3395,376,
359670,Vagrant Hearts 2,2015-05-20,9.99,50.0,10,2747,1927,
359780,Construction Simulator 2015: Liebherr 150 EC-B,2015-05-20,2.99,80.62,0,1777,1219,289950
359781,Construction Simulator 2015: Liebherr LB 28,2015-07-29,3.99,78.75,0,1777,270,289950
359790,Construction Simulator 2015: Liebherr LR 1300,2015-11-10,4.99,73.0,0,1777,270,289950
359800,Copa Petrobras de Marcas,2015-04-08,0.0,56.25,0,1536,1083,
359810,Hare In The Hat,2015-04-01,1.99,59.79,34,3083,2202,
359840,Shift Happens,2017-02-22,14.99,80.43,31,3396,342,
359860,March of War - StormSiege,2015-05-26,0.0,67.06,0,293,156,234310
359870,FINAL FANTASY X/X-2 HD Remaster,2016-05-12,24.99,88.33,69,247,53,
359900,The Incredible Adventures of Van Helsing III,2015-05-22,14.99,61.06,61,259,492,
359920,Highlands,2015-04-21,4.99,70.96,27,3397,2448,
359930,The Evil Within: The Executioner,2015-05-25,2.99,79.07,0,1432,11,268050
359940,Shadows Peak,2017-03-13,9.99,66.46,21,3398,2449,
359960,Choice Chamber,2015-07-16,9.99,80.73,34,1077,856,
359970,Alpha Version.0,2020-03-13,9.99,77.87,17,3399,2450,
360010,Remnants Of Isolation,2015-05-01,1.99,74.99,7,3400,584,
360020,Rise of Flight: ILYA Muromets,2015-06-02,22.99,60.28,0,1040,687,244050
360030,XLarn,2015-05-25,4.99,67.59,12,3401,2451,
360040,Our Nation's Miner,2015-12-22,4.99,56.05,0,3402,2452,
360080,FSX: Steam Edition - Piper J-3 Cub Add-On,2015-09-09,29.99,67.93,0,3403,2050,314160
360090,Fantasy Grounds - DandD Player's Handbook,2015-04-07,27.99,63.06,0,1182,806,252690
360091,Fantasy Grounds - DandD Character Customization Pack,2015-04-07,8.99,40.58,0,1182,806,252690
360092,Fantasy Grounds - DandD Barbarian Class Pack,2015-04-07,4.99,50.0,0,1182,806,252690
360093,Fantasy Grounds - DandD Bard Class Pack,2015-04-07,5.99,50.0,0,1182,806,252690
360094,Fantasy Grounds - DandD Cleric Class Pack,2015-04-07,2.99,50.0,0,1182,806,252690
360095,Fantasy Grounds - DandD Druid Class Pack,2015-04-07,5.99,50.0,0,1182,806,252690
360096,Fantasy Grounds - DandD Fighter Class Pack,2015-04-07,2.99,50.0,0,1182,806,252690
360097,Fantasy Grounds - DandD Monk Class Pack,2015-04-07,4.99,50.0,0,1182,806,252690
360098,Fantasy Grounds - DandD Paladin Class Pack,2015-04-07,5.99,50.0,0,1182,806,252690
360099,Fantasy Grounds - DandD Rogue Class Pack,2015-04-07,2.99,50.0,0,1182,806,252690
360110,Fantasy Grounds - DandD Ranger Class Pack,2015-04-07,5.99,50.0,0,1182,806,252690
360111,Fantasy Grounds - DandD Sorcerer Class Pack,2015-04-07,5.99,50.0,0,1182,806,252690
360112,Fantasy Grounds - DandD Warlock Class Pack,2015-04-07,5.99,50.0,0,1182,806,252690
360113,Fantasy Grounds - DandD Wizard Class Pack,2015-04-07,2.99,50.0,0,1182,806,252690
360114,Fantasy Grounds - DandD Lost Mine of Phandelver,2015-04-07,14.99,57.39,0,1182,806,252690
360115,Fantasy Grounds - DandD Monster Manual,2015-04-07,27.99,66.62,0,1182,806,252690
360120,Fantasy Grounds - DandD Monster Pack - Aberrations,2015-04-07,4.99,50.0,0,1182,806,252690
360140,Uncanny Valley - Soundtrack,2015-04-23,2.99,67.06,0,3393,2447,359580
360150,How To Survive: Third Person Standalone,2015-07-02,9.99,55.2,27,928,530,
360170,How to Survive 2,2016-09-08,14.99,68.49,49,928,530,
360270,King's Quest - Chapter 2: Rubble Without A Cause,2015-12-15,9.99,56.71,0,387,1484,345390
360280,King's Quest - Chapter 3: Once Upon a Climb,2016-04-26,9.99,71.78,0,387,1484,345390
360340,"J.U.L.I.A.:Among the Stars - Soundtrack, Hintbook, Untold",2016-01-12,3.99,73.89,0,1231,837,257690
360350,FSX: Steam Edition - Battle of Britain: Spitfire Add-On,2015-05-19,14.95,64.73,0,3404,2050,314160
360360,Machineers - Episode 2: River City,2015-05-15,4.99,50.0,0,3302,2379,356090
360380,Tiny Bridge: Ratventure,2015-05-08,1.99,62.88,11,3405,944,
360390,Nightside,2015-08-06,3.99,55.9,20,3406,2453,
360400,Zombie Quarantine,2017-06-23,0.79,50.0,0,3407,2454,
360420,Fantasy Grounds - DandD Monster Pack - Beasts,2015-04-07,4.99,50.0,0,1182,806,252690
360421,Fantasy Grounds - DandD Monster Pack - Celestials and Fiends,2015-04-07,4.99,50.0,0,1182,806,252690
360422,Fantasy Grounds - DandD Monster Pack - Constructs and Elementals,2015-04-07,4.99,50.0,0,1182,806,252690
360423,Fantasy Grounds - DandD Monster Pack - Dragons,2015-04-07,4.99,50.0,0,1182,806,252690
360424,Fantasy Grounds - DandD Monster Pack - Fey and Giants,2015-04-07,4.99,50.0,0,1182,806,252690
360425,Fantasy Grounds - DandD Monster Pack - Humanoids,2015-04-07,4.99,50.0,0,1182,806,252690
360426,Fantasy Grounds - DandD Monster Pack - Monstrosities,2015-04-07,4.99,50.0,0,1182,806,252690
360427,"Fantasy Grounds - DandD Monster Pack - Oozes, Plants and Swarms",2015-04-07,4.99,50.0,0,1182,806,252690
360428,Fantasy Grounds - DandD Monster Pack - Undead,2015-04-07,4.99,50.0,0,1182,806,252690
360430,Mafia III: Definitive Edition,2020-05-19,29.99,55.95,85,3408,34,
360450,Kiai Resonance,2015-04-23,4.99,72.77,24,3409,1731,
360510,Into the Stars,2016-03-04,19.99,40.44,17,3410,99,
360520,Hypt,2015-04-23,4.99,71.52,0,3411,2447,
360530,WE ARE DOOMED,2015-04-21,9.99,79.71,12,3412,2455,
360550,Cursed Sight,2015-08-03,3.99,76.45,9,2737,1917,
360580,Abduction Action! Plus,2015-09-01,1.99,44.34,10,3235,2329,
360590,"Once Bitten, Twice Dead!",2015-07-07,4.99,27.24,15,3413,2456,
360600,99 Waves to Die,2015-04-09,2.29,65.38,0,3414,2457,
360620,Spellsworn,2018-03-13,0.0,78.29,0,3415,2458,
360640,12 Labours of Hercules II: The Cretan Bull,2015-06-05,2.99,86.05,22,2476,1722,
360650,12 Labours of Hercules III: Girl Power,2015-08-07,2.99,82.01,22,2476,1722,
360680,Drone Zero Gravity,2015-10-02,9.99,50.0,19,3416,2459,
360720,Soda Star,2015-05-14,3.99,50.0,0,3417,2460,
360730,Cards and Castles,2015-12-18,0.0,63.42,16,3418,2461,
360740,Downwell,2015-10-15,2.99,93.47,20,3419,203,
360820,The Talos Principle - Serious DLC,2015-04-01,2.99,71.57,0,389,203,257510
360830,Yooka-Laylee,2017-04-11,39.99,76.64,35,3420,125,
360840,Lumini,2015-09-03,9.99,77.88,13,3421,2462,
360870,Ultimate Tic-Tac-Toe,2015-04-28,0.0,58.97,11,3422,2463,
360880,Nightfall: Escape,2016-06-28,9.99,38.89,20,3423,2464,
360890,The Lost Valley,2015-04-20,4.99,43.19,0,3424,2465,
360940,The Mean Greens - Plastic Warfare,2015-12-08,8.19,79.92,24,3425,2466,
360960,POSTAL 2: Paradise Lost,2015-04-14,5.99,89.44,0,858,544,223470
360990,Ongaku,2015-05-28,2.39,55.69,30,3426,2467,
361020,Luxor HD,2015-05-11,9.99,82.82,0,181,83,
361040,Doom and Destiny Advanced,2016-11-15,9.99,84.25,65,2306,1604,
361060,"DLC""The Rainy Port Keelung - Radio Drama""(Only audio, no subtitles)",2015-04-06,8.99,68.8,0,3115,2230,349320
361100,Dual Souls: The Last Bearer,2021-10-19,4.99,78.44,0,3427,2468,
361110,Prometheus - The Fire Thief,2015-04-20,3.99,57.39,15,3428,2469,
361130,Card Dungeon,2015-06-02,5.99,52.7,17,3429,2470,
361160,Steamalot: Epoch's Journey,2015-08-31,4.99,69.2,30,3430,2471,
361190,Sparkle 3 Genesis,2015-04-24,4.99,58.69,32,1102,735,
361200,COAST GUARD,2015-10-21,14.99,37.04,33,1543,1950,
361210,Axis Game Factory's AGFPRO - Zombie Survival Pack DLC,2015-07-01,8.19,67.06,0,1422,997,253370
361230,Super Daryl Deluxe,2018-04-10,19.99,84.09,37,3431,2472,
361250,Strange Space,2015-12-22,0.99,59.42,0,3012,2141,
361280,Turmoil,2016-06-02,9.99,89.48,31,2426,1685,
361290,OMSI 2 Add-on Chicago Downtown,2015-06-17,19.95,68.54,0,1958,802,252530
361300,Mother Russia Bleeds,2016-09-05,14.99,84.42,33,3432,203,
361310,Depth - Legendary Hammerhead Skin,2015-04-02,4.99,78.13,0,1557,1094,274940
361312,Depth - Corsair APS Skin,2015-04-02,1.59,62.51,0,1557,1094,274940
361313,Depth - Corsair P-11 Skin,2015-04-02,1.59,62.51,0,1557,1094,274940
361314,Depth - Corsair Knife Skin,2015-04-02,1.59,69.44,0,1557,1094,274940
361320,Casino Inc.,2015-04-17,4.99,76.25,0,3433,1757,
361330,Shrooms,2015-05-08,14.99,33.73,0,3434,2473,
361350,Skyhook,2016-05-17,3.99,73.16,15,3435,2474,
361360,Goosebumps: The Game,2015-10-13,8.19,80.88,40,982,2475,
361380,World War I,2015-04-09,4.99,70.72,0,3436,27,
361420,ASTRONEER,2019-02-05,27.99,90.05,56,3437,2476,
361430,The Little Crane That Could,2015-04-27,11.99,56.1,5,3438,2477,
361470,METAL SLUG DEFENSE - “KOF Pack” Vol.1,2015-04-30,14.99,70.57,0,839,534,356310
361500,Niko Through The Dream - Soundtrack,2015-07-17,3.99,59.42,0,1895,1317,296550
361520,World of Cinema - Directors Cut,2015-04-24,1.99,59.42,0,2964,2104,344160
361540,Epic Arena - Legion Of Chaos Pack,2015-05-05,4.99,50.0,0,2656,1850,334030
361541,Epic Arena - Brotherhood Of Order Pack,2015-05-05,4.99,50.0,0,2656,1850,334030
361542,Epic Arena - Pirates Of Tortuga Pack,2015-05-05,4.99,50.0,0,2656,1850,334030
361550,Cradle,2015-07-24,12.99,66.93,25,3439,2478,
361560,Ice Cream Surfer,2015-06-22,2.99,44.86,0,3440,2479,
361600,Luna Sky,2015-10-02,10.99,60.95,0,3441,833,
361620,True Bliss,2015-05-22,5.59,51.71,0,3442,1051,
361630,404Sight,2015-04-16,0.0,63.06,19,3443,2480,
361670,STAR WARS™ - X-Wing Alliance™,2015-04-28,8.19,78.05,0,3268,43,
361680,Knight and Damsel,2015-08-20,9.99,64.08,0,3444,2481,
361690,STAR WARS™ X-Wing vs TIE Fighter - Balance of Power Campaigns™,2015-04-28,8.19,72.95,0,3268,43,
361790,Winged Sakura: Mindy's Arc 2,2019-04-26,8.19,60.28,37,2590,1801,
361820,Car Mechanic Simulator 2015 - Youngtimer,2015-05-02,24.99,82.44,0,495,1071,320300
361830,in Space,2015-04-27,0.95,75.79,0,3445,2482,
361840,Car Mechanic Simulator 2015 - Total Modifications,2017-02-20,2.99,68.01,0,495,1071,320300
361841,Car Mechanic Simulator 2015 - PickUp and SUV,2015-08-18,2.99,80.91,0,495,1071,320300
361842,Car Mechanic Simulator 2015 - Trader Pack,2015-07-03,3.99,81.25,0,495,1071,320300
361843,Car Mechanic Simulator 2015 - Performance DLC,2016-05-09,4.99,79.93,0,495,1071,320300
361850,Portal of Evil: Stolen Runes Collector's Edition,2015-05-26,4.99,83.77,20,3446,1245,
361870,Fantasy Grounds - Savage Worlds Setting: All for One - Regime Diabolique,2015-04-03,11.99,50.0,0,1182,806,252690
361880,Depth Hunter 2: Treasure Hunter,2015-07-10,2.99,50.0,0,1096,730,248530
361890,Chronostorm: Siberian Border,2015-11-20,0.99,51.97,0,3447,70,
361930,Farm Frenzy: Hurricane Season,2015-07-03,6.99,78.04,0,3448,70,
361950,MOAI 2: Path to Another World,2015-07-16,7.99,67.81,54,3449,70,
361970,Weather Lord: The Successor's Path,2015-05-07,4.99,58.33,0,3450,70,
361990,Lakeview Cabin Collection,2015-04-09,9.99,90.31,40,3451,2483,
362010,Fantasy Grounds - PFRPG The Road to Revolution: The Campaign (PFRPG),2015-04-03,31.99,64.08,0,1182,806,252690
362020,Queen At Arms,2016-02-03,22.99,69.91,31,3452,2484,
362030,Mysteries and Nightmares: Morgiana,2015-04-13,7.99,69.2,0,3453,2485,
362090,Siralim,2015-04-24,9.99,79.0,322,3454,2486,
362100,Hero Generations - Collector's Edition Content,2015-04-10,8.99,59.42,0,1867,1293,295590
362110,Guns'N'Zombies: N'Aliens,2015-06-02,3.99,73.75,0,1365,953,264300
362120,H-Hour: Worlds Elite - Soundtrack,2017-05-04,3.99,50.0,0,1833,1263,293220
362130,Ashes of Immortality,2015-06-26,4.99,61.86,0,2747,1927,
362140,Ashes of Immortality II,2015-08-28,4.99,45.45,0,2747,1927,
362150,Ashes of Immortality II - Bad Blood,2017-02-13,4.99,51.44,0,2747,1927,
362160,Sydney's World,2016-02-01,4.99,65.38,0,3455,2487,
362290,The Living Dungeon,2015-11-02,8.19,61.25,21,3456,2488,
362310,Dungeon League,2018-10-31,8.19,69.33,63,3457,2489,
362320,Fantasy Grounds - DandD Basic Rules and Theme,2015-04-15,2.99,55.69,0,1182,806,252690
362360,Pure Pool - Snooker pack,2015-10-23,3.99,57.17,0,1984,385,300610
362370,Dog Fight,2016-01-25,8.99,50.0,11,3458,2490,
362380,Push Me Pull You,2016-07-14,14.99,69.36,11,3459,2491,
362400,Regimental Chess,2015-04-29,0.79,53.52,0,3460,2492,
362410,Adam's Venture Chronicles,2015-08-03,9.99,66.15,45,1159,1137,
362440,Tile Rider - Soundtrack,2015-06-04,1.99,50.0,0,3307,2383,356170
362460,WE ARE DOOMED Soundtrack,2015-04-21,4.99,50.0,0,3412,2455,360530
362490,Exanima,2015-04-29,13.99,80.11,0,3461,2493,
362500,METAL SLUG DEFENSE - “Regular Army Pack” Vol.1,2015-04-30,7.99,73.26,0,3462,2494,356310
362520,METAL SLUG DEFENSE - “Morden Army Pack” Vol.1,2015-04-30,4.99,70.84,0,3462,2494,356310
362530,METAL SLUG DEFENSE - “Morden Army Pack” Vol.2,2015-04-30,9.99,70.84,0,3462,2494,356310
362540,METAL SLUG DEFENSE - “Ptolemaic Army Pack” Vol.1,2015-04-30,7.99,69.2,0,3462,2494,356310
362550,METAL SLUG DEFENSE - “Alien Army Pack” Vol.1,2015-04-30,9.99,70.84,0,3462,2494,356310
362560,METAL SLUG DEFENSE - “Nonpartisan Army Pack” Vol.1,2015-04-30,14.99,70.84,0,3462,2494,356310
362570,METAL SLUG DEFENSE - “Regular Army Pack” Vol.2,2015-04-30,4.99,69.2,0,3462,2494,356310
362580,METAL SLUG DEFENSE - “Ptolemaic Army Pack” Vol.2,2015-04-30,7.99,72.17,0,3462,2494,356310
362590,METAL SLUG DEFENSE - “Morden Army Pack” Vol.3,2015-04-30,4.99,70.84,0,3462,2494,356310
362600,DRAGON BALL XENOVERSE MOVIE DLC COSTUME PACK,2015-05-05,,64.08,0,2417,386,323470
362610,High On Racing,2015-05-25,4.99,57.18,15,3463,2495,
362620,Software Inc.,2015-05-01,13.29,90.58,0,3464,2496,
362660,Blue Rose Reprise,2015-04-23,15.99,64.52,19,3465,2497,
362670,Curse of the Deadwood,,,50.0,0,3466,2498,
362680,Fran Bow,2015-08-27,14.99,94.14,18,3467,2499,
362700,The Next Penelope - Soundtrack,2015-04-17,1.99,50.0,0,2612,665,332250
362740,Age of Enigma: The Secret of the Sixth Ghost,2015-05-11,9.99,65.42,0,3468,75,
362760,ROCKETSROCKETSROCKETS Soundtrack,2015-05-01,2.39,59.42,0,3469,565,289760
362780,18 Wheels of Steel: Extreme Trucker 2,2015-05-08,9.99,67.51,0,154,75,
362790,Word Wonders: The Tower of Babel,2015-05-08,3.29,78.3,0,2479,2500,
362800,Cadence,2021-01-01,,50.0,0,3470,2501,
362810,Fighties,2015-07-13,4.99,77.38,13,3471,2502,
362820,Ironcast Soundtrack,2015-05-01,4.99,50.0,0,2506,385,327670
362830,3D MiniGolf,2015-05-29,3.99,45.88,30,3472,1099,
362850,Upgrade to Magnetic: Cage Closed Collector's Edition,2015-05-26,0.0,50.0,0,2969,325,344410
362860,Sylvio,2015-06-05,12.99,70.49,50,3473,2503,
362890,Black Mesa,2020-03-06,14.99,94.0,50,3474,2504,
362920,Atlantis 2: Beyond Atlantis,2015-04-17,3.99,38.5,0,2000,56,
362930,Garfield Kart,2015-10-16,4.99,86.72,0,2409,56,
362940,Courier of the Crypts,2019-04-18,8.19,71.0,51,3475,2505,
362950,Official Guide - Asguaard,2015-04-15,4.99,59.42,0,1521,1102,332380
362960,Tyranny,2016-11-10,29.99,84.47,70,241,122,
